city,hostel_name,hostel_url,hostel_img,hostel_alt_img,hostel_review,nb_squares,nb_stars,hostel_type,lat_long,description
Mont Saint Michel,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/155740456.jpg?k=fce0ce0d1c4b2a044513386b62b4b3a226b71a5b50bc7ad0a8028c93e5a7a081&o=&hp=1,a living room filled with furniture and a tv at Le Relais Saint Michel in Le Mont Saint Michel,7.8,0,4,Hotel,"48.61758727,-1.51039615",Le Relais Saint Michel is an hotel facing the bay of Mont Saint-Michel. All guest rooms ( except Twin Room Saint-Michel with interior view) offer a private terrace and some have panoramic views of Mont Saint-Michel.
Mont Saint Michel,La Vieille Auberge,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/47768676.jpg?k=e9d817781e9d692e8b788c034d43a02e3515b5c3dd62f6915eace31e512b24ea&o=&hp=1,a hotel room with two beds and two lamps at La Vieille Auberge in Le Mont Saint Michel,7.1,0,2,Hotel,"48.63606300,-1.51145700","Rooms are located in 2 annex buildings with many stairs to climb. One building offers standard rooms on the main street and the other building, located at the top of the village, offers rooms with a sea view. They feature a flat-screen TV and a private bathroom with a bath or shower."
Mont Saint Michel,Hotel Gabriel,https://www.booking.com/hotel/fr/hotel-gabriel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/34904065.jpg?k=bc0efe385b7b04fda5da1863ad2be942f2afa95a3ae298b73181d9081a34d8da&o=&hp=1,a table topped with a tray of food on top of a bed at Hotel Gabriel in Le Mont Saint Michel,7.9,0,3,Hotel,"48.61538141,-1.51070997",Hotel Gabriel is located 1.6 Km from Mont Saint-Michel. It offers free Wi-Fi access and en suite rooms just a 25-minute walk from the walls of the old city.
Mont Saint Michel,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/81172150.jpg?k=b5b53a75901562cbf95b321c4401f5dc32f4b9290feddf4dc91e3a91861f3719&o=&hp=1,a white sink sitting under a mirror in a bathroom at Le Saint Aubert in Le Mont Saint Michel,7.1,0,3,Hotel,"48.61293783,-1.51010513","Hôtel Saint-Aubert features comfortable and very quiet rooms, surrounded by gardens full of flowers."
Mont Saint Michel,Le Mouton Blanc,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/166270642.jpg?k=83b8ca86208c18441f2cab569375cab0b4b8cbbfcf1d1c42a0628e2d30fc63e3&o=&hp=1,a large building with a clock on top of it at Le Mouton Blanc in Le Mont Saint Michel,7.0,0,3,Hotel,"48.63602298,-1.50989592","At the foot of the abbey, the Mouton Blanc Hotel, welcomes you in its historic 14th century location. Le Mouton Blanc provides comfortable rooms with a simple yet cosy decoration."
Mont Saint Michel,Hotel De La Digue,https://www.booking.com/hotel/fr/de-la-digue.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/92104071.jpg?k=69345a2e048165a4e30c57f90cedc2cd1876ddafbedb659f6768bf8b64c65b6e&o=&hp=1,a hotel room with two beds and a window at Hotel De La Digue in Le Mont Saint Michel,7.1,0,3,Hotel,"48.61688155,-1.51091784",Each of the spacious guest rooms at the Hotel De La Digue are brightly decorated and are equipped with a TV. Some of the double rooms have a view of the Couesnon River.
Mont Saint Michel,Hôtel Ariane & SPA,https://www.booking.com/hotel/fr/ariane-pontorson.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/21846810.jpg?k=d7022f713e8c59eab294bde51116ff40d39db51257b6819968a8173fcc5fb5d5&o=&hp=1,"a patio area with tables, chairs and umbrellas at Hôtel Ariane & SPA in Pontorson",7.4,0,3,Hotel,"48.55240292,-1.50712252","Each bedroom has a contemporary design, a TV and a telephone. The private bathrooms feature a bathtub and a hairdryer. Free Wi-Fi access is available in the entire Hotel Ariane."
Mont Saint Michel,Le Lithana,https://www.booking.com/hotel/fr/le-lithana.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/58487812.jpg?k=c2a91e4e77ae1247e512b6f0a145b98756e3a319e2261490df829d8f24e28333&o=&hp=1,a bedroom with a bed and a window at Le Lithana in Pontorson,7.2,0,0,Hotel,"48.55409667,-1.50062889","Located in the town centre of Pontorson, this hotel is just 10 km south of the famous Mont St-Michel. It offers a restaurant with a terrace and an interior courtyard. A private parking is at guests' disposal."
Mont Saint Michel,"L'Etape du Mont, Family Hostel",https://www.booking.com/hotel/fr/l-39-etape-mont-saint-michel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/358038918.jpg?k=58bdffbc010e5196a049d03579190501f1396c3e6714d59ea459a64f5111e50d&o=&hp=1,,8.8,0,0,Hotel,"48.55662200,-1.51121000",A continental breakfast is available daily at the hotel.
Mont Saint Michel,"The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel)",https://www.booking.com/hotel/fr/lessalines.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/104393836.jpg?k=41ef55f01926ce35ebaa4f01b74cd526c02aa717ff5dd5ee996447d04bde4b60&o=&hp=1,"a hotel room with a bed and a dresser at The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel) in Roz-sur-Couesnon",7.7,0,3,Hotel,"48.59640422,-1.58920348","The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud is located just a 10-minute drive from Le Mont Saint Michel and a 35-minute drive from Saint Malo."
Mont Saint Michel,Vacancéole - Les Chambres de la Baie,https://www.booking.com/hotel/fr/vacanceole-les-chambres-de-la-baie.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/335862416.jpg?k=caaaa2bddb3adf12dc09778887b9d4a71f8601b99b4403587139ef83181289dd&o=&hp=1,The swimming pool at or close to Vacancéole - Les Chambres de la Baie,7.1,0,0,Hotel,"48.59357500,-1.59629100",The units in the hotel are equipped with a flat-screen TV. At Vacancéole - Les Chambres de la Baie all rooms come with air conditioning and a private bathroom.
Mont Saint Michel,ibis Pontorson Baie Du Mont Saint Michel,https://www.booking.com/hotel/fr/ibis-pontorson-baie-du-mont-saint-michel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/206946466.jpg?k=01d8f240006c137eda7629bc297d5686d636457208cf8cc7b533e85bf7e12198&o=&hp=1,a grassy field with a mountain range at ibis Pontorson Baie Du Mont Saint Michel in Saint-Georges-de-Gréhaigne,8.0,0,3,Hotel,"48.57154900,-1.54312700","At the hotel, all rooms include a flat-screen TV with satellite channels and a wardrobe. The rooms come with a private bathroom with a shower and a hair dryer."
Mont Saint Michel,Mercure Mont Saint Michel,https://www.booking.com/hotel/fr/mont-saint-michel.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgJWANoTYgBAZgBCbgBGMgBBdgBA-gBAfgBA4gCAZgCAqgCBLgCzYimmgbAAgHSAiQwODYyY2NjYS0xMmZmLTRjOGMtYTJmZi02YTI5YTUwZmFlYTPYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=32eb6ee6cd04018f&srepoch=1665762382&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/260911452.jpg?k=8503f84c1a0131acbe7b020c6a3bf507e538eb4da6524bc310e5443c60936f01&o=&hp=1,a living room filled with furniture and a large window at Mercure Mont Saint Michel in Le Mont Saint Michel,8.2,0,4,Hotel,"48.61424653,-1.51054502",The air-conditioned rooms at Mercure Mont Saint Michel are equipped with facilities for making hot drinks.  A flat-screen TV with satellite and cable channels is also provided.
