iid,gender,wave,order,partner,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,you_call,them_cal,date_3,numdat_3,num_in_3
4,0,1,10,7,0,0.35,1,30,2,35.00,15.00,25.00,10.00,5.00,10.00,1,7.00,6.00,3.00,5.00,6.00,5.00,6.00,4.00,2,23,Law,1.00,,,,2,1,1,Texas,"77,096","37,754.00",1,5,1,lawyer/policy work,1.00,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0,7.00,10.00,10.00,7.00,10.00,5.00,5.00,1.00,2,2.00,4,3,2,0,0,0,,
4,0,1,1,8,0,0.15,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6.00,7.00,8.00,6.00,6.00,5.00,7.00,7.00,2,23,Law,1.00,,,,2,1,1,Texas,"77,096","37,754.00",1,5,1,lawyer/policy work,1.00,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,0,5.00,9.00,9.00,5.00,9.00,7.00,6.00,6.00,2,2.00,4,3,2,0,0,0,,
4,0,1,7,9,1,-0.47,1,28,2,50.00,0.00,25.00,10.00,0.00,15.00,1,7.00,7.00,7.00,10.00,9.00,10.00,8.00,8.00,2,23,Law,1.00,,,,2,1,1,Texas,"77,096","37,754.00",1,5,1,lawyer/policy work,1.00,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,1,9.00,8.00,10.00,10.00,7.00,8.00,8.00,8.00,2,2.00,4,3,2,0,0,0,,
4,0,1,8,10,0,-0.19,1,24,2,100.00,0.00,0.00,0.00,0.00,0.00,0,7.00,8.00,8.00,7.00,8.00,7.00,7.00,7.00,2,23,Law,1.00,,,,2,1,1,Texas,"77,096","37,754.00",1,5,1,lawyer/policy work,1.00,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,1,8.00,9.00,10.00,10.00,8.00,8.00,10.00,8.00,2,2.00,4,3,2,0,0,0,,
5,0,1,1,1,0,-0.43,1,27,2,35.00,20.00,20.00,20.00,0.00,5.00,0,6.00,8.00,8.00,8.00,7.00,6.00,6.00,5.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0,5.00,8.00,8.00,2.00,2.00,2.00,7.00,5.00,2,,7,2,2,0,0,0,,
5,0,1,10,2,0,0.00,1,22,2,60.00,0.00,0.00,40.00,0.00,0.00,0,6.00,7.00,10.00,7.00,6.00,5.00,7.00,4.00,1,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0,8.00,6.00,6.00,5.00,5.00,5.00,6.00,4.00,1,,7,2,2,0,0,0,,
5,0,1,7,3,0,-0.17,0,22,4,19.00,18.00,19.00,18.00,14.00,12.00,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,1,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0,4.00,6.00,8.00,8.00,6.00,5.00,6.00,5.00,1,,7,2,2,0,0,0,,
5,0,1,2,4,1,0.08,1,23,2,30.00,5.00,15.00,40.00,5.00,5.00,1,6.00,8.00,6.00,8.00,10.00,10.00,7.00,7.00,1,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,1,8.00,5.00,5.00,7.00,7.00,9.00,8.00,2.00,1,,7,2,2,0,0,0,,
5,0,1,4,5,0,-0.16,0,24,3,30.00,10.00,20.00,10.00,10.00,20.00,0,5.00,9.00,9.00,7.00,9.00,5.00,5.00,7.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,0,6.00,7.00,7.00,5.00,4.00,8.00,7.00,4.00,2,,7,2,2,0,0,0,,
5,0,1,3,6,0,0.06,1,25,2,50.00,0.00,30.00,10.00,0.00,10.00,0,5.00,8.00,7.00,7.00,7.00,7.00,6.00,7.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,1,5.00,6.00,7.00,5.00,7.00,8.00,7.00,3.00,2,,7,2,2,0,0,0,,
5,0,1,8,7,0,-0.05,1,30,2,35.00,15.00,25.00,10.00,5.00,10.00,0,2.00,3.00,4.00,4.00,5.00,3.00,3.00,3.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,1,6.00,6.00,8.00,5.00,5.00,6.00,6.00,3.00,2,,7,2,2,0,0,0,,
5,0,1,9,8,0,0.07,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,5.00,5.00,6.00,5.00,5.00,5.00,6.00,5.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,1,5.00,5.00,7.00,6.00,7.00,5.00,6.00,4.00,2,,7,2,2,0,0,0,,
5,0,1,5,9,1,-0.13,1,28,2,50.00,0.00,25.00,10.00,0.00,15.00,1,5.00,9.00,9.00,9.00,9.00,6.00,7.00,7.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,1,7.00,5.00,7.00,8.00,7.00,9.00,9.00,4.00,2,,7,2,2,0,0,0,,
5,0,1,6,10,0,-0.06,1,24,2,100.00,0.00,0.00,0.00,0.00,0.00,0,3.00,10.00,7.00,7.00,10.00,5.00,4.00,10.00,2,21,Law,1.00,,,,2,8,1,Bowdoin College,"94,022","86,340.00",2,4,1,lawyer,1.00,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,1,9.00,6.00,7.00,9.00,6.00,5.00,10.00,3.00,2,,7,2,2,0,0,0,,
6,0,1,5,1,0,0.33,0,27,2,35.00,20.00,20.00,20.00,0.00,5.00,0,7.00,9.00,8.00,9.00,8.00,4.00,7.00,4.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,1,6.00,9.00,7.00,6.00,7.00,6.00,6.00,6.00,2,4.00,3,3,2,,,,,
6,0,1,4,2,0,0.37,0,22,2,60.00,0.00,0.00,40.00,0.00,0.00,0,6.00,8.00,10.00,6.00,7.00,6.00,7.00,4.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,1,6.00,9.00,9.00,6.00,8.00,2.00,7.00,6.00,2,4.00,3,3,2,,,,,
6,0,1,1,3,0,-0.51,1,22,4,19.00,18.00,19.00,18.00,14.00,12.00,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,1,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0,4.00,7.00,9.00,4.00,3.00,2.00,6.00,2.00,1,4.00,3,3,2,,,,,
6,0,1,6,4,1,0.12,0,23,2,30.00,5.00,15.00,40.00,5.00,5.00,1,6.00,8.00,8.00,7.00,9.00,8.00,7.00,7.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,1,8.00,6.00,7.00,8.00,2.00,8.00,9.00,4.00,2,4.00,3,3,2,,,,,
6,0,1,8,5,0,0.35,0,24,3,30.00,10.00,20.00,10.00,10.00,20.00,1,9.00,7.00,9.00,7.00,9.00,6.00,9.00,2.00,1,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0,5.00,4.00,8.00,8.00,4.00,2.00,4.00,3.00,1,4.00,3,3,2,,,,,
6,0,1,7,6,0,0.19,0,25,2,50.00,0.00,30.00,10.00,0.00,10.00,1,6.00,6.00,8.00,8.00,8.00,7.00,6.00,6.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0,3.00,7.00,6.00,1.00,1.00,1.00,2.00,2.00,2,4.00,3,3,2,,,,,
6,0,1,2,7,0,0.47,0,30,2,35.00,15.00,25.00,10.00,5.00,10.00,0,5.00,6.00,8.00,4.00,5.00,4.00,3.00,3.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,1,8.00,8.00,8.00,8.00,3.00,4.00,8.00,7.00,2,4.00,3,3,2,,,,,
6,0,1,3,8,0,0.03,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6.00,7.00,8.00,7.00,8.00,5.00,7.00,6.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,0,4.00,8.00,9.00,2.00,8.00,3.00,5.00,5.00,2,4.00,3,3,2,,,,,
6,0,1,9,9,1,0.46,0,28,2,50.00,0.00,25.00,10.00,0.00,15.00,1,6.00,7.00,7.00,6.00,6.00,6.00,6.00,6.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,1,7.00,6.00,8.00,8.00,6.00,9.00,9.00,6.00,2,4.00,3,3,2,,,,,
6,0,1,10,10,0,0.43,0,24,2,100.00,0.00,0.00,0.00,0.00,0.00,0,7.00,10.00,10.00,6.00,10.00,7.00,6.00,7.00,2,23,law,1.00,,,,4,1,1,MD,"20,878","60,304.00",1,3,1,lawyer,1.00,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,1,8.00,9.00,9.00,9.00,10.00,7.00,9.00,8.00,2,4.00,3,3,2,,,,,
7,0,1,2,1,0,0.19,0,27,2,35.00,20.00,20.00,20.00,0.00,5.00,0,7.00,8.00,8.00,8.00,7.00,7.00,7.00,4.00,2,22,Law,1.00,,,,4,2,4,Southern California,"91,36","54,620.00",1,5,1,Law,1.00,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,0,4.00,8.00,8.00,5.00,7.00,4.00,7.00,4.00,2,2.00,,,,,,,,
