,gender,attr3_1,attr3_s,attr3_2,attr3_3,Nb_col_attr3,Tot_attr3
51,0,5.0,,5.0,,2,5.0
52,0,5.0,,5.0,,2,5.0
53,0,5.0,,5.0,,2,5.0
54,0,5.0,,5.0,,2,5.0
55,0,5.0,,5.0,,2,5.0
56,0,5.0,,5.0,,2,5.0
57,0,5.0,,5.0,,2,5.0
58,0,5.0,,5.0,,2,5.0
59,0,5.0,,5.0,,2,5.0
60,0,6.0,,,,1,6.0
61,0,6.0,,,,1,6.0
62,0,6.0,,,,1,6.0
63,0,6.0,,,,1,6.0
64,0,6.0,,,,1,6.0
65,0,6.0,,,,1,6.0
66,0,6.0,,,,1,6.0
67,0,6.0,,,,1,6.0
68,0,6.0,,,,1,6.0
69,0,6.0,,,,1,6.0
70,0,7.0,,,,1,7.0
71,0,7.0,,,,1,7.0
72,0,7.0,,,,1,7.0
73,0,7.0,,,,1,7.0
74,0,7.0,,,,1,7.0
75,0,7.0,,,,1,7.0
76,0,7.0,,,,1,7.0
77,0,7.0,,,,1,7.0
78,0,7.0,,,,1,7.0
79,0,7.0,,,,1,7.0
80,0,7.0,,7.0,,2,7.0
81,0,7.0,,7.0,,2,7.0
82,0,7.0,,7.0,,2,7.0
83,0,7.0,,7.0,,2,7.0
84,0,7.0,,7.0,,2,7.0
85,0,7.0,,7.0,,2,7.0
86,0,7.0,,7.0,,2,7.0
87,0,7.0,,7.0,,2,7.0
88,0,7.0,,7.0,,2,7.0
89,0,7.0,,7.0,,2,7.0
90,0,6.0,,10.0,,2,8.0
91,0,6.0,,10.0,,2,8.0
92,0,6.0,,10.0,,2,8.0
93,0,6.0,,10.0,,2,8.0
94,0,6.0,,10.0,,2,8.0
95,0,6.0,,10.0,,2,8.0
96,0,6.0,,10.0,,2,8.0
97,0,6.0,,10.0,,2,8.0
98,0,6.0,,10.0,,2,8.0
99,0,6.0,,10.0,,2,8.0
200,0,5.0,,6.0,5.0,3,5.333333333333333
201,0,5.0,,6.0,5.0,3,5.333333333333333
202,0,5.0,,6.0,5.0,3,5.333333333333333
203,0,5.0,,6.0,5.0,3,5.333333333333333
204,0,5.0,,6.0,5.0,3,5.333333333333333
205,0,5.0,,6.0,5.0,3,5.333333333333333
206,0,5.0,,6.0,5.0,3,5.333333333333333
207,0,5.0,,6.0,5.0,3,5.333333333333333
208,0,5.0,,6.0,5.0,3,5.333333333333333
209,0,5.0,,6.0,5.0,3,5.333333333333333
210,0,5.0,,6.0,5.0,3,5.333333333333333
211,0,5.0,,6.0,5.0,3,5.333333333333333
212,0,5.0,,6.0,5.0,3,5.333333333333333
213,0,5.0,,6.0,5.0,3,5.333333333333333
214,0,5.0,,6.0,5.0,3,5.333333333333333
215,0,5.0,,6.0,5.0,3,5.333333333333333
216,0,7.0,,6.0,7.0,3,6.666666666666667
217,0,7.0,,6.0,7.0,3,6.666666666666667
218,0,7.0,,6.0,7.0,3,6.666666666666667
219,0,7.0,,6.0,7.0,3,6.666666666666667
220,0,7.0,,6.0,7.0,3,6.666666666666667
221,0,7.0,,6.0,7.0,3,6.666666666666667
222,0,7.0,,6.0,7.0,3,6.666666666666667
223,0,7.0,,6.0,7.0,3,6.666666666666667
224,0,7.0,,6.0,7.0,3,6.666666666666667
225,0,7.0,,6.0,7.0,3,6.666666666666667
226,0,7.0,,6.0,7.0,3,6.666666666666667
227,0,7.0,,6.0,7.0,3,6.666666666666667
228,0,7.0,,6.0,7.0,3,6.666666666666667
229,0,7.0,,6.0,7.0,3,6.666666666666667
230,0,7.0,,6.0,7.0,3,6.666666666666667
231,0,7.0,,6.0,7.0,3,6.666666666666667
232,0,5.0,,5.0,5.0,3,5.0
233,0,5.0,,5.0,5.0,3,5.0
234,0,5.0,,5.0,5.0,3,5.0
235,0,5.0,,5.0,5.0,3,5.0
236,0,5.0,,5.0,5.0,3,5.0
237,0,5.0,,5.0,5.0,3,5.0
238,0,5.0,,5.0,5.0,3,5.0
239,0,5.0,,5.0,5.0,3,5.0
240,0,5.0,,5.0,5.0,3,5.0
241,0,5.0,,5.0,5.0,3,5.0
242,0,5.0,,5.0,5.0,3,5.0
243,0,5.0,,5.0,5.0,3,5.0
244,0,5.0,,5.0,5.0,3,5.0
245,0,5.0,,5.0,5.0,3,5.0
246,0,5.0,,5.0,5.0,3,5.0
247,0,5.0,,5.0,5.0,3,5.0
248,0,7.0,,8.0,,2,7.5
249,0,7.0,,8.0,,2,7.5
250,0,7.0,,8.0,,2,7.5
251,0,7.0,,8.0,,2,7.5
252,0,7.0,,8.0,,2,7.5
253,0,7.0,,8.0,,2,7.5
254,0,7.0,,8.0,,2,7.5
255,0,7.0,,8.0,,2,7.5
256,0,7.0,,8.0,,2,7.5
257,0,7.0,,8.0,,2,7.5
258,0,7.0,,8.0,,2,7.5
259,0,7.0,,8.0,,2,7.5
260,0,7.0,,8.0,,2,7.5
261,0,7.0,,8.0,,2,7.5
262,0,7.0,,8.0,,2,7.5
263,0,7.0,,8.0,,2,7.5
264,0,7.0,,8.0,7.0,3,7.333333333333333
265,0,7.0,,8.0,7.0,3,7.333333333333333
266,0,7.0,,8.0,7.0,3,7.333333333333333
267,0,7.0,,8.0,7.0,3,7.333333333333333
268,0,7.0,,8.0,7.0,3,7.333333333333333
269,0,7.0,,8.0,7.0,3,7.333333333333333
270,0,7.0,,8.0,7.0,3,7.333333333333333
271,0,7.0,,8.0,7.0,3,7.333333333333333
272,0,7.0,,8.0,7.0,3,7.333333333333333
273,0,7.0,,8.0,7.0,3,7.333333333333333
274,0,7.0,,8.0,7.0,3,7.333333333333333
275,0,7.0,,8.0,7.0,3,7.333333333333333
276,0,7.0,,8.0,7.0,3,7.333333333333333
277,0,7.0,,8.0,7.0,3,7.333333333333333
278,0,7.0,,8.0,7.0,3,7.333333333333333
279,0,7.0,,8.0,7.0,3,7.333333333333333
280,0,7.0,,,,1,7.0
281,0,7.0,,,,1,7.0
282,0,7.0,,,,1,7.0
283,0,7.0,,,,1,7.0
284,0,7.0,,,,1,7.0
285,0,7.0,,,,1,7.0
286,0,7.0,,,,1,7.0
287,0,7.0,,,,1,7.0
288,0,7.0,,,,1,7.0
289,0,7.0,,,,1,7.0
290,0,7.0,,,,1,7.0
291,0,7.0,,,,1,7.0
292,0,7.0,,,,1,7.0
293,0,7.0,,,,1,7.0
294,0,7.0,,,,1,7.0
295,0,7.0,,,,1,7.0
296,0,6.0,,6.0,,2,6.0
297,0,6.0,,6.0,,2,6.0
298,0,6.0,,6.0,,2,6.0
299,0,6.0,,6.0,,2,6.0
300,0,6.0,,6.0,,2,6.0
301,0,6.0,,6.0,,2,6.0
302,0,6.0,,6.0,,2,6.0
303,0,6.0,,6.0,,2,6.0
304,0,6.0,,6.0,,2,6.0
305,0,6.0,,6.0,,2,6.0
306,0,6.0,,6.0,,2,6.0
307,0,6.0,,6.0,,2,6.0
308,0,6.0,,6.0,,2,6.0
309,0,6.0,,6.0,,2,6.0
310,0,6.0,,6.0,,2,6.0
311,0,6.0,,6.0,,2,6.0
312,0,,,,,0,
313,0,,,,,0,
314,0,,,,,0,
315,0,,,,,0,
316,0,,,,,0,
317,0,,,,,0,
318,0,,,,,0,
319,0,,,,,0,
320,0,,,,,0,
321,0,,,,,0,
322,0,,,,,0,
323,0,,,,,0,
324,0,,,,,0,
325,0,,,,,0,
326,0,,,,,0,
327,0,,,,,0,
328,0,6.0,,7.0,7.0,3,6.666666666666667
329,0,6.0,,7.0,7.0,3,6.666666666666667
330,0,6.0,,7.0,7.0,3,6.666666666666667
331,0,6.0,,7.0,7.0,3,6.666666666666667
332,0,6.0,,7.0,7.0,3,6.666666666666667
333,0,6.0,,7.0,7.0,3,6.666666666666667
334,0,6.0,,7.0,7.0,3,6.666666666666667
335,0,6.0,,7.0,7.0,3,6.666666666666667
336,0,6.0,,7.0,7.0,3,6.666666666666667
337,0,6.0,,7.0,7.0,3,6.666666666666667
338,0,6.0,,7.0,7.0,3,6.666666666666667
339,0,6.0,,7.0,7.0,3,6.666666666666667
340,0,6.0,,7.0,7.0,3,6.666666666666667
341,0,6.0,,7.0,7.0,3,6.666666666666667
342,0,6.0,,7.0,7.0,3,6.666666666666667
343,0,6.0,,7.0,7.0,3,6.666666666666667
344,0,7.0,,6.0,,2,6.5
345,0,7.0,,6.0,,2,6.5
346,0,7.0,,6.0,,2,6.5
347,0,7.0,,6.0,,2,6.5
348,0,7.0,,6.0,,2,6.5
349,0,7.0,,6.0,,2,6.5
350,0,7.0,,6.0,,2,6.5
351,0,7.0,,6.0,,2,6.5
352,0,7.0,,6.0,,2,6.5
353,0,7.0,,6.0,,2,6.5
354,0,7.0,,6.0,,2,6.5
355,0,7.0,,6.0,,2,6.5
356,0,7.0,,6.0,,2,6.5
357,0,7.0,,6.0,,2,6.5
358,0,7.0,,6.0,,2,6.5
359,0,7.0,,6.0,,2,6.5
360,0,8.0,,8.0,8.0,3,8.0
361,0,8.0,,8.0,8.0,3,8.0
362,0,8.0,,8.0,8.0,3,8.0
363,0,8.0,,8.0,8.0,3,8.0
364,0,8.0,,8.0,8.0,3,8.0
365,0,8.0,,8.0,8.0,3,8.0
366,0,8.0,,8.0,8.0,3,8.0
367,0,8.0,,8.0,8.0,3,8.0
368,0,8.0,,8.0,8.0,3,8.0
369,0,8.0,,8.0,8.0,3,8.0
370,0,8.0,,8.0,8.0,3,8.0
371,0,8.0,,8.0,8.0,3,8.0
372,0,8.0,,8.0,8.0,3,8.0
373,0,8.0,,8.0,8.0,3,8.0
374,0,8.0,,8.0,8.0,3,8.0
375,0,8.0,,8.0,8.0,3,8.0
376,0,7.0,,7.0,7.0,3,7.0
377,0,7.0,,7.0,7.0,3,7.0
378,0,7.0,,7.0,7.0,3,7.0
379,0,7.0,,7.0,7.0,3,7.0
380,0,7.0,,7.0,7.0,3,7.0
381,0,7.0,,7.0,7.0,3,7.0
382,0,7.0,,7.0,7.0,3,7.0
383,0,7.0,,7.0,7.0,3,7.0
384,0,7.0,,7.0,7.0,3,7.0
385,0,7.0,,7.0,7.0,3,7.0
386,0,7.0,,7.0,7.0,3,7.0
387,0,7.0,,7.0,7.0,3,7.0
388,0,7.0,,7.0,7.0,3,7.0
389,0,7.0,,7.0,7.0,3,7.0
390,0,7.0,,7.0,7.0,3,7.0
391,0,7.0,,7.0,7.0,3,7.0
392,0,6.0,,6.0,6.0,3,6.0
393,0,6.0,,6.0,6.0,3,6.0
394,0,6.0,,6.0,6.0,3,6.0
395,0,6.0,,6.0,6.0,3,6.0
396,0,6.0,,6.0,6.0,3,6.0
397,0,6.0,,6.0,6.0,3,6.0
398,0,6.0,,6.0,6.0,3,6.0
399,0,6.0,,6.0,6.0,3,6.0
400,0,6.0,,6.0,6.0,3,6.0
401,0,6.0,,6.0,6.0,3,6.0
402,0,6.0,,6.0,6.0,3,6.0
403,0,6.0,,6.0,6.0,3,6.0
404,0,6.0,,6.0,6.0,3,6.0
405,0,6.0,,6.0,6.0,3,6.0
406,0,6.0,,6.0,6.0,3,6.0
407,0,6.0,,6.0,6.0,3,6.0
408,0,7.0,,7.0,,2,7.0
409,0,7.0,,7.0,,2,7.0
410,0,7.0,,7.0,,2,7.0
411,0,7.0,,7.0,,2,7.0
412,0,7.0,,7.0,,2,7.0
413,0,7.0,,7.0,,2,7.0
414,0,7.0,,7.0,,2,7.0
415,0,7.0,,7.0,,2,7.0
416,0,7.0,,7.0,,2,7.0
417,0,7.0,,7.0,,2,7.0
418,0,7.0,,7.0,,2,7.0
419,0,7.0,,7.0,,2,7.0
420,0,7.0,,7.0,,2,7.0
421,0,7.0,,7.0,,2,7.0
422,0,7.0,,7.0,,2,7.0
423,0,7.0,,7.0,,2,7.0
424,0,8.0,,8.0,,2,8.0
425,0,8.0,,8.0,,2,8.0
426,0,8.0,,8.0,,2,8.0
427,0,8.0,,8.0,,2,8.0
428,0,8.0,,8.0,,2,8.0
429,0,8.0,,8.0,,2,8.0
430,0,8.0,,8.0,,2,8.0
431,0,8.0,,8.0,,2,8.0
432,0,8.0,,8.0,,2,8.0
433,0,8.0,,8.0,,2,8.0
434,0,8.0,,8.0,,2,8.0
435,0,8.0,,8.0,,2,8.0
436,0,8.0,,8.0,,2,8.0
437,0,8.0,,8.0,,2,8.0
438,0,8.0,,8.0,,2,8.0
439,0,8.0,,8.0,,2,8.0
440,0,8.0,,8.0,,2,8.0
441,0,8.0,,8.0,,2,8.0
442,0,8.0,,8.0,,2,8.0
443,0,8.0,,8.0,,2,8.0
444,0,8.0,,8.0,,2,8.0
445,0,8.0,,8.0,,2,8.0
446,0,8.0,,8.0,,2,8.0
447,0,8.0,,8.0,,2,8.0
448,0,8.0,,8.0,,2,8.0
449,0,8.0,,8.0,,2,8.0
450,0,8.0,,8.0,,2,8.0
451,0,8.0,,8.0,,2,8.0
452,0,8.0,,8.0,,2,8.0
453,0,8.0,,8.0,,2,8.0
454,0,8.0,,8.0,,2,8.0
455,0,8.0,,8.0,,2,8.0
456,0,7.0,,6.0,5.0,3,6.0
457,0,7.0,,6.0,5.0,3,6.0
458,0,7.0,,6.0,5.0,3,6.0
459,0,7.0,,6.0,5.0,3,6.0
460,0,7.0,,6.0,5.0,3,6.0
461,0,7.0,,6.0,5.0,3,6.0
462,0,7.0,,6.0,5.0,3,6.0
463,0,7.0,,6.0,5.0,3,6.0
464,0,7.0,,6.0,5.0,3,6.0
465,0,7.0,,6.0,5.0,3,6.0
466,0,7.0,,6.0,5.0,3,6.0
467,0,7.0,,6.0,5.0,3,6.0
468,0,7.0,,6.0,5.0,3,6.0
469,0,7.0,,6.0,5.0,3,6.0
470,0,7.0,,6.0,5.0,3,6.0
471,0,7.0,,6.0,5.0,3,6.0
472,0,8.0,,8.0,,2,8.0
473,0,8.0,,8.0,,2,8.0
474,0,8.0,,8.0,,2,8.0
475,0,8.0,,8.0,,2,8.0
476,0,8.0,,8.0,,2,8.0
477,0,8.0,,8.0,,2,8.0
478,0,8.0,,8.0,,2,8.0
479,0,8.0,,8.0,,2,8.0
480,0,8.0,,8.0,,2,8.0
481,0,8.0,,8.0,,2,8.0
482,0,8.0,,8.0,,2,8.0
483,0,8.0,,8.0,,2,8.0
484,0,8.0,,8.0,,2,8.0
485,0,8.0,,8.0,,2,8.0
486,0,8.0,,8.0,,2,8.0
487,0,8.0,,8.0,,2,8.0
488,0,6.0,,6.0,7.0,3,6.333333333333333
489,0,6.0,,6.0,7.0,3,6.333333333333333
490,0,6.0,,6.0,7.0,3,6.333333333333333
491,0,6.0,,6.0,7.0,3,6.333333333333333
492,0,6.0,,6.0,7.0,3,6.333333333333333
493,0,6.0,,6.0,7.0,3,6.333333333333333
494,0,6.0,,6.0,7.0,3,6.333333333333333
495,0,6.0,,6.0,7.0,3,6.333333333333333
496,0,6.0,,6.0,7.0,3,6.333333333333333
497,0,6.0,,6.0,7.0,3,6.333333333333333
498,0,6.0,,6.0,7.0,3,6.333333333333333
499,0,6.0,,6.0,7.0,3,6.333333333333333
500,0,6.0,,6.0,7.0,3,6.333333333333333
501,0,6.0,,6.0,7.0,3,6.333333333333333
502,0,6.0,,6.0,7.0,3,6.333333333333333
503,0,6.0,,6.0,7.0,3,6.333333333333333
808,0,10.0,,9.0,9.0,3,9.333333333333334
809,0,10.0,,9.0,9.0,3,9.333333333333334
810,0,10.0,,9.0,9.0,3,9.333333333333334
811,0,10.0,,9.0,9.0,3,9.333333333333334
812,0,10.0,,9.0,9.0,3,9.333333333333334
813,0,10.0,,9.0,9.0,3,9.333333333333334
814,0,10.0,,9.0,9.0,3,9.333333333333334
815,0,10.0,,9.0,9.0,3,9.333333333333334
816,0,10.0,,9.0,9.0,3,9.333333333333334
817,0,10.0,,9.0,9.0,3,9.333333333333334
818,0,6.0,,5.0,5.0,3,5.333333333333333
819,0,6.0,,5.0,5.0,3,5.333333333333333
820,0,6.0,,5.0,5.0,3,5.333333333333333
821,0,6.0,,5.0,5.0,3,5.333333333333333
822,0,6.0,,5.0,5.0,3,5.333333333333333
823,0,6.0,,5.0,5.0,3,5.333333333333333
824,0,6.0,,5.0,5.0,3,5.333333333333333
825,0,6.0,,5.0,5.0,3,5.333333333333333
826,0,6.0,,5.0,5.0,3,5.333333333333333
827,0,6.0,,5.0,5.0,3,5.333333333333333
828,0,,,9.0,,1,9.0
829,0,,,9.0,,1,9.0
830,0,,,9.0,,1,9.0
831,0,,,9.0,,1,9.0
832,0,,,9.0,,1,9.0
833,0,,,9.0,,1,9.0
834,0,,,9.0,,1,9.0
835,0,,,9.0,,1,9.0
836,0,,,9.0,,1,9.0
837,0,,,9.0,,1,9.0
838,0,,,,,0,
839,0,,,,,0,
840,0,,,,,0,
841,0,,,,,0,
842,0,,,,,0,
843,0,,,,,0,
844,0,,,,,0,
845,0,,,,,0,
846,0,,,,,0,
847,0,,,,,0,
848,0,7.0,,,,1,7.0
849,0,7.0,,,,1,7.0
850,0,7.0,,,,1,7.0
851,0,7.0,,,,1,7.0
852,0,7.0,,,,1,7.0
853,0,7.0,,,,1,7.0
854,0,7.0,,,,1,7.0
855,0,7.0,,,,1,7.0
856,0,7.0,,,,1,7.0
857,0,7.0,,,,1,7.0
858,0,7.0,,7.0,7.0,3,7.0
859,0,7.0,,7.0,7.0,3,7.0
860,0,7.0,,7.0,7.0,3,7.0
861,0,7.0,,7.0,7.0,3,7.0
862,0,7.0,,7.0,7.0,3,7.0
863,0,7.0,,7.0,7.0,3,7.0
864,0,7.0,,7.0,7.0,3,7.0
865,0,7.0,,7.0,7.0,3,7.0
866,0,7.0,,7.0,7.0,3,7.0
867,0,7.0,,7.0,7.0,3,7.0
868,0,9.0,,9.0,,2,9.0
869,0,9.0,,9.0,,2,9.0
870,0,9.0,,9.0,,2,9.0
871,0,9.0,,9.0,,2,9.0
872,0,9.0,,9.0,,2,9.0
873,0,9.0,,9.0,,2,9.0
874,0,9.0,,9.0,,2,9.0
875,0,9.0,,9.0,,2,9.0
876,0,9.0,,9.0,,2,9.0
877,0,9.0,,9.0,,2,9.0
878,0,6.0,,5.0,6.0,3,5.666666666666667
879,0,6.0,,5.0,6.0,3,5.666666666666667
880,0,6.0,,5.0,6.0,3,5.666666666666667
881,0,6.0,,5.0,6.0,3,5.666666666666667
882,0,6.0,,5.0,6.0,3,5.666666666666667
883,0,6.0,,5.0,6.0,3,5.666666666666667
884,0,6.0,,5.0,6.0,3,5.666666666666667
885,0,6.0,,5.0,6.0,3,5.666666666666667
886,0,6.0,,5.0,6.0,3,5.666666666666667
887,0,6.0,,5.0,6.0,3,5.666666666666667
888,0,8.0,,8.0,8.0,3,8.0
889,0,8.0,,8.0,8.0,3,8.0
890,0,8.0,,8.0,8.0,3,8.0
891,0,8.0,,8.0,8.0,3,8.0
892,0,8.0,,8.0,8.0,3,8.0
893,0,8.0,,8.0,8.0,3,8.0
894,0,8.0,,8.0,8.0,3,8.0
895,0,8.0,,8.0,8.0,3,8.0
896,0,8.0,,8.0,8.0,3,8.0
897,0,8.0,,8.0,8.0,3,8.0
898,0,7.0,,8.0,8.0,3,7.666666666666667
899,0,7.0,,8.0,8.0,3,7.666666666666667
900,0,7.0,,8.0,8.0,3,7.666666666666667
901,0,7.0,,8.0,8.0,3,7.666666666666667
902,0,7.0,,8.0,8.0,3,7.666666666666667
903,0,7.0,,8.0,8.0,3,7.666666666666667
904,0,7.0,,8.0,8.0,3,7.666666666666667
905,0,7.0,,8.0,8.0,3,7.666666666666667
906,0,7.0,,8.0,8.0,3,7.666666666666667
907,0,7.0,,8.0,8.0,3,7.666666666666667
1008,0,6.0,,6.0,6.0,3,6.0
1009,0,6.0,,6.0,6.0,3,6.0
1010,0,6.0,,6.0,6.0,3,6.0
1011,0,6.0,,6.0,6.0,3,6.0
1012,0,6.0,,6.0,6.0,3,6.0
1013,0,6.0,,6.0,6.0,3,6.0
1014,0,6.0,,6.0,6.0,3,6.0
1015,0,6.0,,6.0,6.0,3,6.0
1016,0,6.0,,6.0,6.0,3,6.0
1017,0,6.0,,6.0,6.0,3,6.0
1018,0,6.0,,6.0,6.0,3,6.0
1019,0,6.0,,6.0,6.0,3,6.0
1020,0,6.0,,6.0,6.0,3,6.0
1021,0,6.0,,6.0,6.0,3,6.0
1022,0,6.0,,6.0,6.0,3,6.0
1023,0,6.0,,6.0,6.0,3,6.0
1024,0,6.0,,6.0,6.0,3,6.0
1025,0,6.0,,6.0,6.0,3,6.0
1026,0,6.0,,5.0,6.0,3,5.666666666666667
1027,0,6.0,,5.0,6.0,3,5.666666666666667
1028,0,6.0,,5.0,6.0,3,5.666666666666667
1029,0,6.0,,5.0,6.0,3,5.666666666666667
1030,0,6.0,,5.0,6.0,3,5.666666666666667
1031,0,6.0,,5.0,6.0,3,5.666666666666667
1032,0,6.0,,5.0,6.0,3,5.666666666666667
1033,0,6.0,,5.0,6.0,3,5.666666666666667
1034,0,6.0,,5.0,6.0,3,5.666666666666667
1035,0,6.0,,5.0,6.0,3,5.666666666666667
1036,0,6.0,,5.0,6.0,3,5.666666666666667
1037,0,6.0,,5.0,6.0,3,5.666666666666667
1038,0,6.0,,5.0,6.0,3,5.666666666666667
1039,0,6.0,,5.0,6.0,3,5.666666666666667
1040,0,6.0,,5.0,6.0,3,5.666666666666667
1041,0,6.0,,5.0,6.0,3,5.666666666666667
1042,0,6.0,,5.0,6.0,3,5.666666666666667
1043,0,6.0,,5.0,6.0,3,5.666666666666667
1044,0,3.0,,4.0,7.0,3,4.666666666666667
1045,0,3.0,,4.0,7.0,3,4.666666666666667
1046,0,3.0,,4.0,7.0,3,4.666666666666667
1047,0,3.0,,4.0,7.0,3,4.666666666666667
1048,0,3.0,,4.0,7.0,3,4.666666666666667
1049,0,3.0,,4.0,7.0,3,4.666666666666667
1050,0,3.0,,4.0,7.0,3,4.666666666666667
1051,0,3.0,,4.0,7.0,3,4.666666666666667
1052,0,3.0,,4.0,7.0,3,4.666666666666667
1053,0,3.0,,4.0,7.0,3,4.666666666666667
1054,0,3.0,,4.0,7.0,3,4.666666666666667
1055,0,3.0,,4.0,7.0,3,4.666666666666667
1056,0,3.0,,4.0,7.0,3,4.666666666666667
1057,0,3.0,,4.0,7.0,3,4.666666666666667
1058,0,3.0,,4.0,7.0,3,4.666666666666667
1059,0,3.0,,4.0,7.0,3,4.666666666666667
1060,0,3.0,,4.0,7.0,3,4.666666666666667
1061,0,3.0,,4.0,7.0,3,4.666666666666667
1062,0,7.0,,,,1,7.0
1063,0,7.0,,,,1,7.0
1064,0,7.0,,,,1,7.0
1065,0,7.0,,,,1,7.0
1066,0,7.0,,,,1,7.0
1067,0,7.0,,,,1,7.0
1068,0,7.0,,,,1,7.0
1069,0,7.0,,,,1,7.0
1070,0,7.0,,,,1,7.0
1071,0,7.0,,,,1,7.0
1072,0,7.0,,,,1,7.0
1073,0,7.0,,,,1,7.0
1074,0,7.0,,,,1,7.0
1075,0,7.0,,,,1,7.0
1076,0,7.0,,,,1,7.0
1077,0,7.0,,,,1,7.0
1078,0,7.0,,,,1,7.0
1079,0,7.0,,,,1,7.0
1080,0,8.0,,8.0,8.0,3,8.0
1081,0,8.0,,8.0,8.0,3,8.0
1082,0,8.0,,8.0,8.0,3,8.0
1083,0,8.0,,8.0,8.0,3,8.0
1084,0,8.0,,8.0,8.0,3,8.0
1085,0,8.0,,8.0,8.0,3,8.0
1086,0,8.0,,8.0,8.0,3,8.0
1087,0,8.0,,8.0,8.0,3,8.0
1088,0,8.0,,8.0,8.0,3,8.0
1089,0,8.0,,8.0,8.0,3,8.0
1090,0,8.0,,8.0,8.0,3,8.0
1091,0,8.0,,8.0,8.0,3,8.0
1092,0,8.0,,8.0,8.0,3,8.0
1093,0,8.0,,8.0,8.0,3,8.0
1094,0,8.0,,8.0,8.0,3,8.0
1095,0,8.0,,8.0,8.0,3,8.0
1096,0,8.0,,8.0,8.0,3,8.0
1097,0,8.0,,8.0,8.0,3,8.0
1098,0,8.0,,7.0,8.0,3,7.666666666666667
1099,0,8.0,,7.0,8.0,3,7.666666666666667
1100,0,8.0,,7.0,8.0,3,7.666666666666667
1101,0,8.0,,7.0,8.0,3,7.666666666666667
1102,0,8.0,,7.0,8.0,3,7.666666666666667
1103,0,8.0,,7.0,8.0,3,7.666666666666667
1104,0,8.0,,7.0,8.0,3,7.666666666666667
1105,0,8.0,,7.0,8.0,3,7.666666666666667
1106,0,8.0,,7.0,8.0,3,7.666666666666667
1107,0,8.0,,7.0,8.0,3,7.666666666666667
1108,0,8.0,,7.0,8.0,3,7.666666666666667
1109,0,8.0,,7.0,8.0,3,7.666666666666667
1110,0,8.0,,7.0,8.0,3,7.666666666666667
1111,0,8.0,,7.0,8.0,3,7.666666666666667
1112,0,8.0,,7.0,8.0,3,7.666666666666667
1113,0,8.0,,7.0,8.0,3,7.666666666666667
1114,0,8.0,,7.0,8.0,3,7.666666666666667
1115,0,8.0,,7.0,8.0,3,7.666666666666667
1116,0,8.0,,8.0,8.0,3,8.0
1117,0,8.0,,8.0,8.0,3,8.0
1118,0,8.0,,8.0,8.0,3,8.0
1119,0,8.0,,8.0,8.0,3,8.0
1120,0,8.0,,8.0,8.0,3,8.0
1121,0,8.0,,8.0,8.0,3,8.0
1122,0,8.0,,8.0,8.0,3,8.0
